ID,TIMESTAMP,STARTING_LATITUDE,STARTING_LONGITUDE,DESTINATION_LATITUDE,DESTINATION_LONGITUDE,VEHICLE_TYPE,TOTAL_LUGGAGE_WEIGHT,WAIT_TIME,TRAFFIC_STUCK_TIME,DISTANCE,FARE,CITY,mean_lat,mean_long,HOUR,MIN,MONTH,YEAR,DAY,DATE,SPL,AC
37,2015-02-17 21:56:31,-0.16818800000000067,-0.14727099999998927,-0.1429530000000021,-0.12597499999999684,1,14.0,19.0,74,44,1266.86,5.0,28.5,77.0,21,56,2,2015,1,17,1,1
38,2016-10-12 10:29:29,0.22554099999999977,-0.022992000000002122,0.13429100000000105,0.00039999999999906777,1,14.0,18.0,25,13,350.32,3.0,25.5,83.0,10,29,10,2016,2,12,1,1
39,2015-05-21 06:50:14,-0.22043499999999838,-0.10996000000000095,-0.12556400000000068,-0.0613129999999984,1,30.0,15.0,14,39,1073.65,5.0,28.5,77.0,6,50,5,2015,3,21,1,1
40,2015-12-23 00:25:08,-100.0,-100.0,-100.0,-100.0,4,-100.0,-100.0,11,28,39.79,-100.0,-100.0,-100.0,0,25,12,2015,2,23,0,1
41,2016-04-23 18:02:55,0.05004599999999826,0.09928399999999726,-0.22736700000000098,0.08221899999999494,0,-100.0,-100.0,46,48,32.74,4.0,22.5,88.5,18,2,4,2016,5,23,0,0
42,2016-05-15 12:08:22,0.15496800000000022,-0.014762000000004605,0.15201499999999868,-0.00276200000000415,6,-100.0,-100.0,0,9,117.78,3.0,25.5,83.0,12,8,5,2016,6,15,1,0
43,2016-08-27 04:00:01,-0.20113100000000017,0.07122700000000748,-0.14774599999999793,0.1047800000000052,1,5.0,11.0,29,42,693.29,4.0,22.5,88.5,4,0,8,2016,5,27,1,1
44,2016-10-09 12:12:48,-0.13564500000000024,-0.00843799999999817,-0.15153199999999956,-0.13875699999999824,2,2.0,5.0,46,26,559.93,5.0,28.5,77.0,12,12,10,2016,6,9,1,0
45,2016-12-01 18:43:05,-0.22069899999999976,-0.10583699999999396,-0.08549400000000063,-0.0035540000000082728,6,-100.0,-100.0,86,44,793.74,5.0,28.5,77.0,18,43,12,2016,3,1,1,0
46,2016-11-07 22:14:19,-0.13339799999999968,0.10164499999999066,-0.16554599999999908,0.11236399999999946,6,-100.0,-100.0,30,18,205.86,4.0,22.5,88.5,22,14,11,2016,0,7,1,0
47,2016-09-01 14:00:04,-100.0,-100.0,-100.0,-100.0,6,-100.0,-100.0,18,21,280.0,-100.0,-100.0,-100.0,14,0,9,2016,3,1,1,0
48,2016-10-10 00:03:04,-0.11560499999999863,0.07502700000000573,0.016436999999999813,0.0890020000000078,0,-100.0,-100.0,34,33,38.54,4.0,22.5,88.5,0,3,10,2016,0,10,0,0
49,2015-11-14 00:15:33,0.04015199999999908,0.05646600000000035,-0.16633900000000068,0.07054899999999975,2,6.0,16.0,53,47,659.89,4.0,22.5,88.5,0,15,11,2015,5,14,1,0
50,2016-02-27 07:16:56,0.07730300000000057,-0.03336099999999931,-0.06185800000000086,0.02652299999999741,0,-100.0,-100.0,17,31,30.94,1.0,13.0,77.5,7,16,2,2016,5,27,0,0
51,2016-12-20 16:38:20,-0.12302200000000063,-0.021053000000009092,0.08524700000000074,-0.08853899999999726,0,-100.0,-100.0,28,33,32.61,1.0,13.0,77.5,16,38,12,2016,1,20,0,0
52,2016-02-28 11:50:38,0.3678500000000007,-0.3567649999999958,0.32745099999999994,-0.34680500000000336,2,16.0,13.0,36,47,794.2,2.0,19.5,72.5,11,50,2,2016,6,28,1,0
53,2016-01-01 21:22:22,0.28343599999999824,-0.33793900000000576,0.4597010000000026,-0.34648500000000126,4,-100.0,-100.0,4,23,58.1,2.0,19.5,72.5,21,22,1,2016,4,1,0,1
54,2015-12-28 08:55:21,0.1357400000000002,-0.12801600000000235,0.09874299999999891,-0.14598800000000267,5,-100.0,-100.0,19,28,38.79,1.0,13.0,77.5,8,55,12,2015,0,28,0,0
55,2015-02-04 11:27:50,-0.0705859999999987,-0.18805899999999554,-0.0897219999999983,-0.10532800000000009,1,30.0,11.0,13,10,264.77,5.0,28.5,77.0,11,27,2,2015,2,4,1,1
56,2015-10-19 20:04:40,-0.212216999999999,-0.025918000000004326,-0.21069799999999717,-0.013187000000002058,1,27.0,8.0,16,15,382.03,5.0,28.5,77.0,20,4,10,2015,0,19,1,1
57,2016-07-18 04:00:53,0.32647099999999796,-0.3421459999999996,0.3160740000000004,-0.36626700000000767,6,-100.0,-100.0,7,19,292.04,2.0,19.5,72.5,4,0,7,2016,0,18,1,0
58,2015-12-27 22:38:29,-0.20757199999999898,-0.10264100000000553,-0.18590900000000232,-0.12573499999999171,6,-100.0,-100.0,1,43,1105.4,5.0,28.5,77.0,22,38,12,2015,6,27,1,0
59,2016-04-20 19:07:47,0.25059200000000104,-0.3478539999999981,0.40294899999999956,-0.338325999999995,3,-100.0,-100.0,82,44,55.97,2.0,19.5,72.5,19,7,4,2016,2,20,0,1
60,2016-04-04 04:02:20,-0.25620399999999677,0.013358999999994126,-0.16789500000000146,-0.012384999999994761,4,-100.0,-100.0,73,37,99.36,5.0,28.5,77.0,4,2,4,2016,0,4,0,1
61,2015-05-26 16:45:35,-0.16755300000000162,-0.13828900000000033,-0.11368599999999773,0.03607700000000591,2,24.0,10.0,6,44,893.64,5.0,28.5,77.0,16,45,5,2015,1,26,1,0
62,2015-07-08 12:05:53,-0.2653039999999969,-0.15729000000000326,-0.19338799999999878,-0.2288300000000021,5,-100.0,-100.0,84,45,67.75,5.0,28.5,77.0,12,5,7,2015,2,8,0,0
63,2016-03-27 15:55:25,-0.11844999999999928,-0.11117000000000132,-0.16347100000000125,-0.11178699999999253,3,-100.0,-100.0,6,29,52.09,5.0,28.5,77.0,15,55,3,2016,6,27,0,1
64,2016-10-05 08:42:38,-0.11441499999999927,0.2808770000000038,-0.08873400000000053,0.34112299999999607,0,-100.0,-100.0,3,14,25.11,0.0,13.0,80.5,8,42,10,2016,2,5,0,0
65,2015-10-11 12:08:43,-0.13789099999999976,0.34297200000000316,0.030869000000000923,0.2638949999999909,5,-100.0,-100.0,25,23,32.64,0.0,13.0,80.5,12,8,10,2015,6,11,0,0
66,2016-01-09 16:36:56,0.09566000000000052,0.36349099999999623,0.07751600000000103,0.26894300000000726,3,-100.0,-100.0,51,47,1557.0,0.0,13.0,80.5,16,36,1,2016,5,9,0,1
67,2016-05-08 14:53:20,-0.19733200000000117,0.3400839999999903,0.026315999999999562,0.2955040000000082,6,-100.0,-100.0,16,32,232.9,0.0,13.0,80.5,14,53,5,2016,6,8,1,0
68,2015-05-09 10:39:47,-0.08562800000000337,0.011817000000007738,-0.25162500000000065,0.030231000000000563,3,-100.0,-100.0,55,42,66.54,5.0,28.5,77.0,10,39,5,2015,5,9,0,1
69,2015-12-03 01:49:03,-0.09731400000000079,-0.10652399999999318,-0.11108299999999893,-0.05942299999999534,4,-100.0,-100.0,9,15,41.51,1.0,13.0,77.5,1,49,12,2015,3,3,0,1
70,2015-11-08 20:33:12,0.24836400000000225,-0.3418449999999922,0.2515119999999982,-0.3600059999999985,0,-100.0,-100.0,23,33,51.37,2.0,19.5,72.5,20,33,11,2015,6,8,0,0
71,2015-01-22 16:15:46,-0.10237199999999547,-0.1563030000000083,-0.1614650000000033,-0.17152800000000923,6,-100.0,-100.0,76,42,772.61,5.0,28.5,77.0,16,15,1,2015,3,22,1,0
72,2016-05-25 01:07:58,-100.0,-100.0,-100.0,-100.0,4,-100.0,-100.0,14,15,80.0,-100.0,-100.0,-100.0,1,7,5,2016,2,25,0,1
73,2016-07-25 03:23:24,-0.16947899999999905,-0.12704200000000299,-0.1731739999999995,-0.03958199999999579,2,24.0,0.0,15,35,799.42,5.0,28.5,77.0,3,23,7,2016,0,25,1,0
74,2016-11-24 10:43:29,0.17465799999999732,0.01871300000000531,0.13298599999999894,0.010508000000001516,0,-100.0,-100.0,9,13,49.68,3.0,25.5,83.0,10,43,11,2016,3,24,0,0
75,2015-08-16 09:51:33,-0.12084399999999995,-0.1062340000000006,-0.02350099999999955,-0.15894300000000783,2,4.0,9.0,10,26,276.18,1.0,13.0,77.5,9,51,8,2015,6,16,1,0
76,2015-04-02 19:33:42,0.14525000000000077,-0.022473000000005072,0.2277579999999979,-0.02197400000000016,5,-100.0,-100.0,24,28,79.55,3.0,25.5,83.0,19,33,4,2015,3,2,0,0
77,2015-02-21 18:02:12,-0.1267669999999974,-0.14664100000000246,-0.26288499999999715,0.02092299999999625,3,-100.0,-100.0,46,24,45.03,5.0,28.5,77.0,18,2,2,2015,5,21,0,1
78,2015-08-28 09:38:07,-0.06138300000000285,-0.14303499999999758,-0.18677600000000183,-0.06799800000000289,3,-100.0,-100.0,32,36,62.62,5.0,28.5,77.0,9,38,8,2015,4,28,0,1
79,2016-02-12 18:16:43,-0.06344999999999956,0.29418000000001143,0.0642750000000003,0.310450000000003,2,24.0,5.0,37,23,235.32,0.0,13.0,80.5,18,16,2,2016,4,12,1,0
80,2016-03-02 12:28:33,-0.05136699999999905,0.019365000000007626,0.028340000000000032,-0.0367779999999982,1,12.0,7.0,89,45,601.01,1.0,13.0,77.5,12,28,3,2016,2,2,1,1
81,2015-07-03 22:41:04,0.10740099999999941,0.27370000000000516,-0.058522999999999215,0.33583600000000047,2,21.0,17.0,33,22,246.68,0.0,13.0,80.5,22,41,7,2015,4,3,1,0
82,2015-03-09 21:19:48,-0.12375100000000039,0.36328399999999306,0.07530599999999943,0.3597170000000034,3,-100.0,-100.0,11,47,34.57,0.0,13.0,80.5,21,19,3,2015,0,9,0,1
83,2016-08-27 08:30:26,-0.05649400000000071,-0.17871200000000442,-0.126497999999998,-0.16008100000000525,3,-100.0,-100.0,30,18,37.83,5.0,28.5,77.0,8,30,8,2016,5,27,0,1
84,2016-12-09 08:52:45,0.27540400000000176,-0.37976299999999696,0.43979699999999866,-0.3466670000000107,5,-100.0,-100.0,26,27,60.15,2.0,19.5,72.5,8,52,12,2016,4,9,0,0
85,2016-01-14 00:08:33,-0.2505770000000034,-0.10280099999999948,-0.08778300000000172,-0.13445099999999854,2,28.0,5.0,68,36,860.52,5.0,28.5,77.0,0,8,1,2016,3,14,1,0
86,2015-04-22 12:41:43,-0.1045960000000008,0.07589899999999261,-0.14047000000000054,0.10016400000000658,6,-100.0,-100.0,1,27,241.7,4.0,22.5,88.5,12,41,4,2015,2,22,1,0
87,2015-06-13 13:22:49,0.01452199999999948,0.36290400000000034,-0.11236900000000105,0.2514500000000055,5,-100.0,-100.0,34,6,34.65,0.0,13.0,80.5,13,22,6,2015,5,13,0,0
88,2016-02-11 21:46:24,0.03403599999999685,0.05736899999999423,-0.08591700000000202,0.0549919999999986,3,-100.0,-100.0,17,22,27.0,4.0,22.5,88.5,21,46,2,2016,3,11,0,1
89,2015-01-04 04:08:46,0.0031210000000001514,-0.11969999999999459,0.09240800000000071,-0.120671999999999,1,17.0,15.0,33,36,518.33,1.0,13.0,77.5,4,8,1,2015,6,4,1,1
90,2015-11-23 16:51:34,0.3547140000000013,-0.35409900000000505,0.28331099999999765,-0.3502239999999972,3,-100.0,-100.0,23,38,54.23,2.0,19.5,72.5,16,51,11,2015,0,23,0,1
91,2016-11-23 04:52:42,0.151408,-0.02534599999999898,0.04666699999999935,-0.06325200000000564,1,28.0,2.0,20,22,303.37,1.0,13.0,77.5,4,52,11,2016,2,23,1,1
92,2016-07-04 14:05:01,0.11027799999999921,0.3058719999999937,0.10973699999999909,0.3611439999999959,6,-100.0,-100.0,18,10,64.96,0.0,13.0,80.5,14,5,7,2016,0,4,1,0
93,2016-04-25 11:59:00,-0.05117899999999942,-0.16144399999998882,-0.003007000000000204,-0.17130699999999877,6,-100.0,-100.0,12,8,54.09,1.0,13.0,77.5,11,59,4,2016,0,25,1,0
94,2015-08-20 14:29:07,0.03154600000000052,-0.19366600000000744,0.066711999999999,-0.04277100000000189,1,27.0,1.0,77,44,562.99,1.0,13.0,77.5,14,29,8,2015,3,20,1,1
95,2015-08-17 20:28:28,0.23926900000000018,0.019914999999997463,0.18943200000000004,0.007742000000007465,5,-100.0,-100.0,11,40,61.18,3.0,25.5,83.0,20,28,8,2015,0,17,0,0
96,2016-11-10 05:31:43,-0.10876599999999925,0.06326999999998861,-0.19806900000000027,0.05252699999999777,6,-100.0,-100.0,37,43,658.96,4.0,22.5,88.5,5,31,11,2016,3,10,1,0
97,2015-04-09 20:42:26,-0.04127100000000006,-0.10261700000000928,0.039680000000000604,0.007074000000002911,4,-100.0,-100.0,43,40,36.15,1.0,13.0,77.5,20,42,4,2015,3,9,0,1
98,2015-01-14 15:01:18,0.0050299999999978695,0.09661400000000242,0.04908400000000057,0.07415100000000052,3,-100.0,-100.0,1,7,12.15,4.0,22.5,88.5,15,1,1,2015,2,14,0,1
99,2015-07-22 05:31:44,-0.07800100000000043,0.1117410000000092,-0.08082000000000278,0.05795600000000434,2,9.0,9.0,11,8,116.12,4.0,22.5,88.5,5,31,7,2015,2,22,1,0
100,2015-09-09 15:46:15,0.3852209999999978,-0.36310999999999183,0.2512299999999996,-0.37219300000001,2,12.0,3.0,53,28,494.25,2.0,19.5,72.5,15,46,9,2015,2,9,1,0
101,2015-03-21 01:50:27,-0.11018200000000178,-0.2154430000000076,-0.18424000000000262,-0.06470199999999693,3,-100.0,-100.0,32,31,56.62,5.0,28.5,77.0,1,50,3,2015,5,21,0,1
102,2016-09-28 21:52:46,-0.18852599999999953,-0.18560600000000704,-0.2601370000000003,-0.20947800000000427,6,-100.0,-100.0,29,17,317.01,5.0,28.5,77.0,21,52,9,2016,2,28,1,0
103,2015-12-16 16:49:24,0.4682130000000022,-0.3685380000000009,0.42448200000000114,-0.36758199999999874,6,-100.0,-100.0,23,12,127.51,2.0,19.5,72.5,16,49,12,2015,2,16,1,0
104,2016-09-24 08:35:00,-0.24649900000000002,-0.2323860000000053,-0.14622700000000322,-0.2301740000000052,0,-100.0,-100.0,18,27,56.91,5.0,28.5,77.0,8,35,9,2016,5,24,0,0
105,2016-07-15 02:56:01,0.46602999999999994,-0.36403900000000533,0.34299700000000044,-0.3689680000000095,0,-100.0,-100.0,7,22,60.29,2.0,19.5,72.5,2,56,7,2016,4,15,0,0
106,2016-05-03 13:10:30,-0.08813999999999922,0.09329599999999516,-0.02914700000000181,0.1072719999999947,2,14.0,18.0,72,41,522.33,4.0,22.5,88.5,13,10,5,2016,1,3,1,0
107,2015-12-14 05:09:44,-0.23650300000000257,-0.04491600000000062,-0.09580599999999961,-0.23355800000000215,3,-100.0,-100.0,73,46,71.24,5.0,28.5,77.0,5,9,12,2015,0,14,0,1
108,2015-06-15 15:13:35,-0.21337399999999818,0.0742050000000063,-0.09542799999999829,0.09155200000000718,5,-100.0,-100.0,1,17,47.78,4.0,22.5,88.5,15,13,6,2015,0,15,0,0
109,2015-10-06 23:27:09,0.15954299999999932,0.02640600000000859,0.15982500000000144,-0.024325000000004593,1,25.0,17.0,12,9,262.43,3.0,25.5,83.0,23,27,10,2015,1,6,1,1
110,2015-11-07 18:25:03,-100.0,-100.0,-100.0,-100.0,0,-100.0,-100.0,1,22,74.45,-100.0,-100.0,-100.0,18,25,11,2015,5,7,0,0
111,2016-01-01 15:14:14,-0.18425900000000084,-0.18842200000000275,-0.06447999999999965,-0.14150200000000268,4,-100.0,-100.0,26,42,74.76,5.0,28.5,77.0,15,14,1,2016,4,1,0,1
112,2016-04-13 08:48:05,0.026417000000002133,0.10180799999999124,-0.21416599999999875,0.07503299999999058,0,-100.0,-100.0,52,36,42.29,4.0,22.5,88.5,8,48,4,2016,2,13,0,0
113,2015-05-23 17:07:24,0.17635699999999943,0.022381000000009976,0.1384350000000012,0.032526000000004274,5,-100.0,-100.0,8,7,48.01,3.0,25.5,83.0,17,7,5,2015,5,23,0,0
114,2016-11-12 08:31:14,-0.06567899999999938,-0.0284860000000009,-0.18505700000000047,-0.04865500000001077,1,10.0,18.0,62,45,1244.21,5.0,28.5,77.0,8,31,11,2016,5,12,1,1
115,2016-04-17 11:33:49,-0.16636599999999646,0.03496499999999969,-0.1868520000000018,-0.14708699999999908,3,-100.0,-100.0,62,34,59.9,5.0,28.5,77.0,11,33,4,2016,6,17,0,1
116,2016-03-22 01:55:06,0.4412559999999992,-0.3432849999999945,0.4782609999999998,-0.3765520000000038,0,-100.0,-100.0,19,20,55.06,2.0,19.5,72.5,1,55,3,2016,1,22,0,0
117,2015-03-14 08:29:51,-0.11502000000000123,0.3665939999999921,-0.03925399999999968,0.29673699999999315,0,-100.0,-100.0,10,45,25.02,0.0,13.0,80.5,8,29,3,2015,5,14,0,0
118,2015-04-16 04:20:01,0.18454699999999846,-0.018346999999991453,-100.0,-100.0,1,15.0,3.0,26,40,1084.6,3.0,25.5,83.0,4,20,4,2015,3,16,1,1
119,2015-04-28 19:58:23,-0.1378760000000021,-0.1659310000000005,-0.1974650000000011,-0.05244199999999921,3,-100.0,-100.0,43,42,67.62,5.0,28.5,77.0,19,58,4,2015,1,28,0,1
120,2015-05-01 22:47:25,-0.1010719999999985,-0.19866199999999878,-0.05900800000000217,-0.037740999999996916,5,-100.0,-100.0,75,40,63.38,5.0,28.5,77.0,22,47,5,2015,4,1,0,0
121,2015-11-22 14:03:36,0.07120300000000057,0.299121999999997,-0.1953750000000003,0.29295199999999966,4,-100.0,-100.0,34,37,47.84,0.0,13.0,80.5,14,3,11,2015,6,22,0,1
122,2015-03-18 11:22:09,0.08796900000000107,-0.15162099999999157,-0.043519999999999115,0.023893999999998528,1,14.0,9.0,41,34,429.85,1.0,13.0,77.5,11,22,3,2015,2,18,1,1
123,2016-11-06 11:59:01,-0.0272660000000009,-0.21062100000000328,-0.0976189999999999,-0.0544749999999965,3,-100.0,-100.0,41,23,21.82,1.0,13.0,77.5,11,59,11,2016,6,6,0,1
124,2015-08-25 05:22:10,-0.0888580000000001,0.3354889999999955,0.008079999999999643,0.2769890000000004,2,30.0,11.0,18,17,189.3,0.0,13.0,80.5,5,22,8,2015,1,25,1,0
125,2015-04-07 01:48:30,-0.16193400000000224,0.02981899999998916,-0.19823200000000085,-0.19411800000000312,5,-100.0,-100.0,6,36,92.37,5.0,28.5,77.0,1,48,4,2015,1,7,0,0
126,2016-10-04 03:39:57,0.007204999999999018,0.09636600000000328,-0.11387300000000167,0.09628499999999462,3,-100.0,-100.0,51,43,40.09,4.0,22.5,88.5,3,39,10,2016,1,4,0,1
127,2015-12-03 05:00:55,-0.24875499999999917,-0.20431800000000067,-0.09190900000000113,-0.033593999999993684,6,-100.0,-100.0,66,37,800.83,5.0,28.5,77.0,5,0,12,2015,3,3,1,0
128,2016-01-23 12:04:13,-0.011060999999997989,0.09859600000000057,-0.025995000000001767,0.08537700000000825,4,-100.0,-100.0,13,14,46.91,4.0,22.5,88.5,12,4,1,2016,5,23,0,1
129,2016-03-26 13:12:20,0.25761400000000023,-0.337773999999996,0.4018429999999995,-0.3432549999999992,4,-100.0,-100.0,10,47,62.4,2.0,19.5,72.5,13,12,3,2016,5,26,0,1
130,2016-10-15 16:47:07,-0.2148059999999994,0.007615999999998735,-0.2576509999999992,-0.10760400000000914,0,-100.0,-100.0,12,31,61.6,5.0,28.5,77.0,16,47,10,2016,5,15,0,0
131,2016-07-25 14:18:23,-0.19866699999999682,-0.18824800000000153,-0.24180300000000443,-0.20321599999999762,5,-100.0,-100.0,7,17,83.33,5.0,28.5,77.0,14,18,7,2016,0,25,0,0
132,2016-08-22 22:29:19,-0.1941380000000006,0.2619359999999915,-0.07108999999999988,0.3214530000000053,1,16.0,11.0,65,39,545.33,0.0,13.0,80.5,22,29,8,2016,0,22,1,1
133,2015-06-06 06:01:39,-0.1181859999999979,0.06567700000000798,-0.11636999999999986,0.12441599999999653,0,-100.0,-100.0,22,26,31.89,4.0,22.5,88.5,6,1,6,2015,5,6,0,0
134,2016-07-21 03:01:32,-0.08732599999999913,0.3185140000000075,-0.046008999999999745,0.36131699999999967,6,-100.0,-100.0,9,40,511.18,0.0,13.0,80.5,3,1,7,2016,3,21,1,0
135,2015-07-16 13:38:57,-0.13759100000000046,0.08910699999999849,0.04331200000000024,0.09029100000000767,3,-100.0,-100.0,17,48,44.34,4.0,22.5,88.5,13,38,7,2015,3,16,0,1
